Obesity_number
9745
2593
977
7191
1352
36761
3940
2865
4561
8323
3188
8990
3801
5305
17137
684
9787
2520
4041
2463
1169
11888
6896
59891
1850
19186
27858
6696
3101
2677
1994
20345
872
11116
4865
5030
6246
7681
88813
442
36922
12354
10215
14577
6054
2555
13755
6568
1352
98498
27188
2744
10483
4689
148074
878
13472
1022
3500
2604
2919
2073
1782
22251
361693
1946
4818
10944
2134
13599
10238
111502
14023
33773
21386
18200
3699
19947
2737
52166
3284
29350
649
21649
2848
6802
52699
3436
798
60713
12594
1843
39838
8147
624
186661
2339
100073
8011
65017
1802
10110
11336
1100
4582
1016
11272
4087
2344
10668
509908
194311
48533
4740
18584
7530
8243
5045
63143
10119
31208
14770
40428
19887
8599
18433
25924
378
2673
266712
6905
15637
88497
82373
4368
77922
1364
1586
2515
37378
20806
12320
4804
1530
12651
46132
7814
3745
12214
5571
5225
20762
50506
3616
1069
3822
2420
4362
9054
10295
339394
2811
7163
9704
33176
5183
25002
4905
65740
23520
131400
66284
1663
18370
3545
417
5858
2472
5726
2869
238715
5402
8796
1964
3393
3390
9803
32824
6894
580
1345
3003
3664
9570
2047
37627
19011
114332
870
15688
27125
10901
404
60967
4556
906
2749
2255
8460
15857
2425
4253
1502
4801
2465
5861
6422
1621
14741
1524
101642
6797
89827
22567
3263
795
18587
6180
7614
2038
1277
224533
14527
7218
1498
126
8056
665
2845
107936
783
1268
11739
4884
4961
8414
7440
12096
31636
29786
16418
21815
11628
6444
30430
4895
18403
1993
36659
12563
31245
18466
45926
14605
28075
12267
9816
47398
24697
7878
6156
11278
14867
1264
4449
19254
2866
95439
39660
3849
9300
3693
8102
24346
4038
9480
162
4013
6380
5102
683
34573
2213
1706
556
6398
3392
939
6690
3535
9524
44457
14340
24755
60995
10091
1488
171994
6308
5860
3072
5806
44013
2959
2186
575
5450
40147
5702
7553
825
6405
1679
15454
6559
1228
1062
4259
9070
3732
4144
31519
6391
893
16605
6745
18371
2803
9971
3826
6420
38584
11611
22425
4693
78696
21056
426
3667
68286
15535
5530
18413
1825
34621
12723
24315
12525
24098
55102
9181
4763
2622
1155
4850
2524
13963
7532
115484
16766
407
7770
4280
12332
56151
3052
4565
1685
18275
63417
951
87148
1093
13907
4266
3322
6923
8227
9068
12677
7499
1650
2793
13108
2386
1571
2232
4502
2366
7161
151828
41424
48519
24470
10625
7959
10951
7476
52362
4341
90043
1438
6712
10677
2705
13292
8374
2525
20750
10650
2882
1131
6778
2103
8619
35527
2551
3160
5111
18404
55259
22528
17024
3539
4530
1997
3889
2644
13931
166803
2260
11838
489
46418
7844
14998
36276
812
4685
16896
24693
767
110135
16941
11314
69453
2868
25531
6542
10720
1673
1927
197204
10113
2150
12779
15104
12180
528374
18347
534
11282
2760
274882
6762
74602
517
4448
12657
6491
132585
23706
1854
11313
523
26254
3344
28413
882
4124
19731
5782
6450
3321
4064
3327
7664
2572
1724
2656
16904
12235
7164
2022
22392
5085
10724
4423
7224
3898
12416
593
6388
44110
3655
2260
9578
3484
1691
17900
19315
4715
8282
2460
4386
4580
4340
14039
4363
175684
35327
1491
19359
1139
3872
1954
129103
238332
7301
6704
22099
54736
29224
528
3128
1755
3066
161351
471
46107
279
16646
5604
5495
121
4408
172796
5080
26873
20939
9448
3738
4244
13570
7405
13645
1017
537
4132
16892
1015
8230
14238
88790
3319
525
1829
11096
4800
71254
28575
10996
99816
11425
5789
1183
4212
261
1157
812
14777
19767
8699
149442
12080
1706
160957
584
11184
5181
55898
4135
137451
4517
1766
1235
3130
10688
29697
5854
2482
2866
12380
80828
2213
11249
32550
8778
8475
17225
37064
10727
7755
33714
22929
3906
2374
18701
5774
3985
3873
11475
3705
9495
5552
251006
2849
6975
8253
5833
9791
43164
187267
8304
15112
92728
17901
21248
8819
8627
4812
13690
1940
29355
2413
4321
12836
5882
6673
63314
2448
14240
4773
1794
12429
6488
8343
18622
1302
25500
8785
2892
2649
10865
22723
15103
621
1848
20174
1551
9902
3254
2523
2450
14318
2685
6877
3287
166
12384
525
2083
2555
5528
1119
2579
5356
1123
37998
303708
5044
17880
670
1593
14060
205688
28246
6473
3239
10064
57892
5609
2204
14411
2899
5659
10294
5879
8322
7083
5330
7409
16489
11132
25
4317
8876
6286
63032
1507
43594
5081
87978
5000
455
24491
3914
132989
45642
976
18463
4291
4949
1616
49208
2713
30654
7502
3663
13646
49382
8795
3218
4514
8392
2737
1485
7563
1075
1020
3825
13785
75776
25583
154497
9447
2059
14983
1774
26316
11122
26617
1921
6378
1162
2766
4524
2214
2227
12033
37491
877
10255
18022
11932
11547
1549
97159
9966
18945
3564
323
33275
118870
4730
1886
7702
5194
20037
32832
6872
14902
1066
332
24403
3858
4498
14559
313
4731
8794
10294
9388
5525
5880
5223
8586
930
5072
9739
48160
1215246
19204
116061
35355
3906
10208
42869
6946
22513
7541
2097906
5451
4473
23109
854
856
1355
11094
4152
7419
13330
12008
93065
2210
8942
35635
145753
50761
4205
2447
10303
273672
66185
1840
2495
186478
117153
4432
1037
1316
13313
4815
13809
142590
75812
13776
3962
13131
12301
32989
134354
69987
1198
20217
10866
2547
1746
20824
18071
32674
2160
9750
7584
22048
2387
9715
6996
346
3366
89087
889
55721
29044
8954
14568
1219
7263
2649
9371
6209
7714
949
1920
57661
32025
24285
1567
351
128427
6994
2781
44272
9404
19635
25187
3061
7872
4902
15145
8454
2055
147965
10737
3790
6641
1807
4193
6678
804
4327
3045
3797
6897
720
218931
7901
34737
15268
3915
123589
23770
8195
12382
127859
11233
1861
19869
4026
6102
60428
11877
13878
4259
6334
14744
1462
4458
22030
31920
7710
6492
20056
7379
127404
1590
3278
5477
4715
12827
18550
6805
47893
6731
10859
54430
14259
3651
7329
2878
1188
22493
13256
5878
3785
5979
8752
4079
1785
29330
1258
28130
2032
11372
5789
7592
6435
14448
8070
6106
35877
39107
8326
15872
49380
1763
3958
16930
6887
42018
6215
24444
7838
186829
5961
63513
25064
53397
4779
18450
4190
4795
17980
719
272867
19760
2170
6662
2152
2048
33591
11483
21605
57204
40698
16960
5131
45310
4182
9200
8627
4234
7082
6378
4648
1527
12684
4180
10302
4398
2761
10138
2846
11018
15595
9776
1836
2516
