Obesity_number
7930
13713
10238
25735
38882
128455
5185
640
148994
1227
71587
2523
539
54021
3202
205
5236
145053
103855
11243
7158
3723
952
28435
2555
6487
35068
38982
11842
1281
239
28992
205361
13952
15623
104680
24538
11859
2279
2013
3713
615
2959
2604
127859
70969
554966
352328
43398
1044
319
19571
3911
99150
3655
69361
5242
54622
10174
13092
4782
1280
90415
5596
10417
27650
46273
346062
22099
10038
41887
2986
6413
932
225957
14868
44442
35277
26499
20836
10272
4534
3325
36639
5057
9864
9333
84877
5292
34386
72368
35418
37647
6846
2570
94273
1378
4166
27896
1866
4867
31680
49260
51085
5262
2884
32895
4884
8909
236011
17901
8368
19232
68
31184
2523
610
1012
12823
289010
3496
28414
714
1760
14036
8151
5754
4866
6636
11047
4135
548
14219
10316
4162
29554
2616
30577
19719
27506
3540
2350
23568
18260
7584
13278
35452
6049
4828
6950
4033
12362
4545
192
4191
2557
5424
23972
2516
9262
1958
2740
24819
13542
6771
2155
5469
62277
2299
3632
2701
5041
132718
6865
4428
3913
8822
6067
117647
631650
27365
110189
3728
2099
3634
12882
3791
453
34259
647
1825
44687
9852
23238
66612
1693
35650
236
16086
11257
8115
14813
19562
8188
1949
6816
157746
7009
32902
7477
1671
1349
6333
13615
12732
4155
9076
16032
4745
103296
12793
1310
6561
3125
47861
2482
2549
5068
28056
15335
5295
4544
22757
5101
259
52737
15404
17493
19401
9646
12869
551
129387
15272
560
113055
16541
4226
5245
15245
15056
758
2845
929
462
1901
30314
25104
11689
13081
1959
736
1422
6990
5152
7195
10984
10108
9745
10641
6900
7078
4539
9362
32590
2712
114852
4423
2470
8671
10808
12077
2018
460574
14441
12207
1180
20896
3624
6075
145345
17025
15109
4438
232448
9805
12438
12744
28870
12968
2785
59586
4872
4681
9793
2440
6541
150568
4015
59451
45813
10672
49293
3568
4048
12280
44871
12929
31137
1504
89557
1703
18629
3572
12160
40946
26203
10827
1694
10542
9531
8351
33740
14976
1456
23248
1971
4611
22022
4473
36618
3380
20466
34515
3675
20813
607
2198
8011
1041
20785
7767
6971
2539
3771
7946
8197
8004
14987
9817
32839
1056
3120
211
12799
16164
6164
21579
131114
4365
5092
2637
71409
5848
2114
5004
15308
12251
3206
4125
5168
6726
2270
26054
7889
19411
695465
11311
309
12407
702
16433
76815
137
6755
11230
10184
16149
2175
570
3206
5044
6512
8048
1407
21996
13934
65379
26259
11404
14854
2357
4034
5987
33284
2442
6382
2918
3496
39373
25860
4115
2510
4554
38808
8595
18189
4106
12197
6116
7899
975
2328
13778
1381
4863
2166
1198
3441
12476
17381
57465
6957
1738
5680
80340
6521
377
10949
21514
6396
20823
5804
101381
31863
7240
5668
35871
14361
1692
1603
13731
106179
2199
12259
4057
43998
4387
91148
4756
37992
2788
1739
10579
2235
938
1494
6557
15261
181
8245
4751
9595
1125
2462
2538
52744
2823
394
2323
3739
6117
29535
1531
6608
796
43287
65317
4987
11350
1354
932
8063
58874
973
17109
51475
3607
8157
60960
411
2454
8046
8829
2437
4493
18443
2437
51533
7122
820
4804
43285
3954
1535
8552
8138
66848
7834
20547
555
11868
3258
46553
15360
23474
3665
15658
6459
5094
6413
55529
1298
7067
178
4021
15973
189681
26700
652186
11027
478
5180
3146
48380
5924
26324
1511
5576
6431
235
12354
9359
9270
3372
17173
1961
3012
1240
21435
2281
6019
3766
4628
887
203153
17256
5235
26382
2974
5511
39996
11238
539916
30925
4023
104077
32848
3181
1741
9820
24091
14939
69147
19785
233473
7542
3026
212112
4422
5864
80941
4443
33285
1104
6343
854
4643
1437
144931
13112
66761
7877
20596
55750
1758
28514
8681
5668
344105
4386
11194
11419
16680
60863
207
160
12654
8793
6171
4432
468
21548
520
25965
9099
3670
6821
7285
570
13780
3404
10023
9918
4637
1041
4775
694
71266
6262
10772
765
43399
9887
808
352
938
2005
12862
2254
9502
1418
774
14552
6505
9159
21018
3645
156233
268
2246
870
122920
3101
3684
1650
5183
5718
9808
13505
16692
18854
5824
50225
8738
118318
129082
82361
12318
17054
2713
6889
447
526
2909
16248
217487
7878
5857
739
26504
10327
65591
29836
4525
14291
169774
4249
9144
35266
45836
20731
19589
9674
1035
18533
30003
704
5233
21181
9597
16265
3801
1658
5236
8577
2055
1798
72933
14751
1658
1229
45755
8619
1664
16410
9288
1314
22652
4622
8701
1416
2382
2169
1410
182599
13183
2675
10410
413031
64412
2863
6442
5742
130231
14823
5211
2399
3614
13546
8943
11567
18127
50539
1627
1362
9499
35119
1791
258760
184459
25015
4124
16668
2125
11566
2531
7273
4357
23374
9783
11285
537231
27506
18967
5143
5931
21899
182
3369
531
188
2617
2766
278
456
609
8767
5149
10698
10672
141896
1712
3491
4046
41594
3036
11102
1099
9043
67766
2444
3851
8514
273
2304
1021
600
34579
17374
7420
650
2274
214228
5351
18784
2583
16571
33429
6627
17634
70486
30504
11307
13001
7174
44409
7838
5002
12204
2314
12453
4648
2472
10288
19882
3903
2884
213277
1130
4214
26514
4297
3837
5755
4664
25847
5348
2261
8710
3823
1730
3285
163979
1551
8775
1092
2083
15605
22631
3040
8542
3764
66423
3379
5754
4329
9928
1209
4478
1642
6112
24567
6994
9792
4814
5481
6778
2025
3225
108367
8819
7318
6109
3754
4797
677
23816
17128
6966
17305
4384
19978
6499
7367
8897
55799
2578
510
12287
6558
4218
16920
7001
23938
5050
3158
27884
86417
2044
2752
3731
80594
97195
2883
21210
1585
3674
12136
7473
7715
84208
8241
6191
6262
21121
1150
4213
3223
9052
1680
1517
11294
37498
563
2261
4037
5964
5500
1087
962
5600
5124
7054
5009
4527
1788
1475
12553
4085
1992
1251
211
1507
3207
153009
605
96208
1235
12367
2527
4202
17771
5871
20395
3846
857
20117
258117
14715
2670
7884
5949
10117
9034
2373
4506
10681
51905
4625
37284
47226
11303
10098
27842
56613
3951
52322
35073
830
18540
23726
6447
22018
25335
9303
3185
38379
4902
1459
20364
4604
5649
8501
9278
5792
13019
63954
2833
13632
14736
45612
1013
89403
9215
2877
3737
2281
2307
2581
68469
2347
11245
9313
9776
2807
119285
2066
1396
342
7680
6797
15703
4124
6711
926
130304
57687
1529
8242
333110
3396
4750
4944
38
866
1807
45037
930
2843
1658
10614
2393
12025
6768
51368
6780
3682
1541
27871
142
13964
13376
1370
4800
22525
2559
113131
60836
6350
41720
17946
2544
506439
4295
1020
9623
34483
28288
508
2708
2110
458464
3820
30776
32758
12137
8013
2455
37030
577
4127
228463
95879
8673
10772
102727
8721
4825
299
105999
85105
116987
25619
28482
17158
6935
1997
14206
18525
11728
19151
1613
68516
4016
30865
186128
205242
8629
210164
338741
19012
6136
6046
1831
14266
12250
20042
6678
12348
6914
14458
4037
14439
3061
5437
46744
2127
1891
390
10146
21777
26680
12283
3047
58474
3498
11380
28341
7782
20112
4818
181663
4277
4766
6251
2327
736
22324
18509
1877
17208
40606
38445
4151
79172
3642
5930
11978
6808
2005
27769
1089
4779
6051
2238
13057
8423
6659
5427
8368
8683
2877
11968
10672
5320
196040
83730
7046
4509
11451
272135
10815
5723
5689
6819
37570
30855
7979
9237
4518
4033
890
11586
5908
5654
1089
10411
23472
3156
11790
4756
4254
4131
1453
11211
5797
1000695
2100
11268
29823
53240
88824
2475
1955
70965
26018
39057
11655
5280
16725
11212
77178
2569
4639
2297
31389
1194
1243
1578
46735
27797
7323
18091
56026
4093
41485
3941
4762
15022
42028
7128
433
379
4862
11910
4895
6179
3324
3408
11775
7407
19920
13780
4005
1160
238141
2594
5482
1341
1251237
10071
13173
6511
104777
4631
11672
1141
48381
12418
17976
2672
49546
2280
13014
232
11880
1452
3661
1813
4213
25706
11013
333
6433
201
823
2934
9342
195723
2464
8897
2236
13277
2367
467546
534
10755
20376
38353
9236
4985
1837
4136
8955
20692
1596
5538
4918
729
8619
3933
24876
26879
8796
2305
57301
10389
1079
244
5107
6953
4510
25125
5991
3657
4203
11870
62130
2276
7957
23158
11943
3129
19351
11938
10303
7791
56742
39926
9244
39367
2476
481
53975
14741
9644
7023
2805
15548
2651
256
3236
107359
9302
2979
1708
10369
9922
7502
7173
10196
6636
7973
231623
3100
37906
19278
8781
20297
2480
3056
6796
3047
110677
19095
11382
8535
407
5217
21434
969
9683
9323
167
9624
10160
5636
3950
4150
20476
6304
677
3522
2008
7926
830
7762
22532
7012
2969
219205
8431
18446
20794
55398
29586
2310
621
60248
31440
2523
7240
4977
8832
9379
6060
4211
2643
10156
16158
3474
2218
1815
4711
580
55540
2904
5592
4476
7876
128962
170995
16968
