Heart disease_number,diabetes_number,Two or more races pop,0-9,20-29,30-39,40-49,50-59,80+,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Total Specialist Physicians (2019),STATE_NAME_N
2072,2823,447,3221,2922,2829,2831,3831,1208,760,11.77305929,10.07635369,0.383556683,54.0788287,22
3796,5416,649,5272,5137,5341,5880,7885,2928,1104,28.03264746,22.69271433,0.796586726,107.1469191,38
2222,3698,549,3915,6202,4363,4451,5107,1561,637,19.49391292,4.770447847,0.745206054,49.14972658,14
5484,7913,7741,11163,11595,11357,11444,12774,3478,1483,26.38392586,30.04641601,2.915995343,108.7549623,36
8686,12987,4721,16698,17281,15993,15845,17982,6039,2646,59.46754649,50.89722362,1.93740423,273.1605422,22
35077,67258,38888,72007,151437,183382,120821,107395,39309,13545,344.1931335,176.7858465,8.016435378,1312.350762,4
1433,2438,246,2435,2443,2283,2367,2949,800,404,9.291308264,6.419975617,0.27980056,24.67647977,10
165,216,51,361,277,350,287,331,184,45,1.501723464,1.282655982,0.180968789,3.04154562,41
31557,53389,11071,64634,70438,73278,78076,99861,30482,12783,343.5019111,278.0683041,9.761085292,1312.939548,38
260,492,101,454,567,652,457,533,260,90,2.117229511,1.102119472,0.084937779,5.995364193,31
16890,25818,8148,36179,35589,34363,34061,38394,12442,8095,110.6573385,55.56278212,4.169438305,476.7875332,13
640,914,99,1177,1004,955,1121,1202,310,170,5.750595403,1.932545013,0.205798404,12.65366187,17
130,178,30,269,145,218,185,274,89,36,1.173649512,0.582972515,0.100158273,2.319049254,34
15219,21166,4421,19474,21530,21389,22063,24637,8956,4263,94.1326037,66.75220729,5.595993426,280.0994566,48
734,1022,89,1486,1242,1251,1260,1725,708,173,7.285726099,3.23346741,0.447302643,15.49259239,15
59,80,31,89,67,84,72,117,52,17,0.391887452,0.304023797,0.04354305,0.895742748,26
1293,1963,201,2114,2440,2421,2298,2625,913,344,9.856606172,2.412056825,0.376794676,24.85132156,14
32977,60774,20829,78747,95507,97313,81193,86148,25564,14850,331.0218352,172.3127361,13.27974094,937.3553727,31
23840,33878,14608,61097,74304,86547,74852,81341,20968,10118,294.9268123,228.9121062,9.066834645,742.56357,5
2457,4348,555,5585,5666,5255,4756,4875,1396,776,18.57025802,12.83141193,0.559228954,49.32013698,10
1790,3171,425,3826,3295,3331,3147,3314,1029,694,12.30678385,8.50356591,0.370609275,32.6851821,10
903,1479,341,1920,1609,1389,1370,1634,556,245,4.495414842,2.653202921,0.237485047,15.39248205,43
260,405,99,553,407,403,360,451,210,53,1.260013076,0.743662263,0.066564327,4.314335681,43
7342,10298,2158,10172,15409,11251,10663,11044,4300,1955,48.62966655,34.48473169,2.890935591,144.7016511,48
690,959,121,854,1377,1146,1321,1022,344,91,5.067180298,2.497923103,0.088962631,11.93124176,9
1293,1793,293,2878,2326,2823,2739,3680,976,363,12.43429354,7.523544921,0.543821454,37.60545796,49
9013,12684,2753,13850,15923,14081,14123,18031,6857,2766,82.56173747,58.22072249,1.086769362,320.1910599,32
9041,13065,2235,13688,15629,14788,16566,19127,5938,2009,111.5203747,23.12670262,2.231183558,196.014326,42
2923,4045,519,4915,4922,5299,5400,6548,2386,1132,17.65065591,8.862670668,0.665055945,76.05110336,13
334,453,50,662,570,445,499,612,251,82,2.565070778,0.499201659,0.091582861,8.156129355,25
61,86,23,110,77,125,92,117,40,13,0.311467782,0.183828914,0.016454308,1.06647827,43
6669,10254,3137,12743,13849,11875,11714,13423,4742,2147,53.03776322,19.63776098,1.703812894,200.083842,35
40556,61478,19052,92020,110616,105527,105957,124326,32646,15956,754.0224785,260.729995,9.028046917,2494.389176,21
3913,5000,759,4909,5568,5902,6264,8278,2960,1116,45.04775837,22.76959423,1.392385259,91.89742708,19
3783,5992,981,4645,5313,5017,5374,7699,3557,2050,28.66992784,19.73362368,0.428805382,117.7671101,20
23077,38634,8538,51510,55600,54504,47640,49288,14026,6598,170.0322348,27.23121615,11.46577522,473.8752781,3
6615,9719,1628,9462,9118,8905,9151,11223,4148,1364,28.38702878,16.75408173,1.499637985,97.19833349,43
2669,4152,758,4770,5556,6292,6404,6439,1595,778,22.94464586,8.495484044,0.737085825,86.55819208,35
570,1043,228,536,734,670,760,1288,352,145,3.649089864,1.712904621,0.078229707,9.576619938,46
416,643,120,600,848,820,720,817,363,76,3.494354981,1.77058669,0.295807151,8.114479625,16
863,1217,189,1731,1427,1535,1678,2080,754,161,8.607192635,3.819945535,0.528433263,18.30259953,15
198,295,22,198,190,178,193,296,189,34,0.737795776,0.435448557,0.038976484,2.526242546,43
986,1309,186,832,722,777,904,1319,601,179,5.029189652,0.978756546,0.179561351,15.99126297,25
630,889,259,1033,1229,1428,1145,1301,422,170,2.626053259,1.651821848,0.137391609,9.636147868,28
23497,39594,19947,74052,86769,82235,60477,65621,20177,7742,282.4013991,177.6775469,12.45311725,920.0598359,23
15260,25111,5554,36181,36512,39143,38833,40313,9833,4225,123.081676,60.87349274,4.004071495,374.4096998,40
93262,204266,76822,313371,340133,302440,268000,262251,54810,38779,846.1979059,434.6275348,19.70838512,3226.410868,4
104031,163990,27198,151868,170402,172925,177484,199269,113753,26049,862.2916811,425.0763117,15.13893971,2030.362038,9
8720,13020,3972,19981,19982,20353,19958,23063,6661,2766,85.33060747,51.63048923,3.73198645,258.068266,49
221,317,43,417,358,368,363,535,256,49,1.913129747,1.504873351,0.170259394,5.025398234,27
73,98,25,160,136,147,138,185,58,18,0.669636775,0.571951918,0.080696186,1.35626222,41
4646,6934,636,6690,6874,7004,7923,9994,3752,1615,35.68631591,28.88843708,1.014076377,136.4009164,38
921,1423,157,1428,1502,1340,1443,1668,501,255,8.333439142,0.427458288,0.39549879,13.5068829,24
28883,40608,7382,36202,37040,38574,40171,45853,24161,5455,206.874077,101.980886,3.632012517,487.1081119,9
981,1360,363,2384,2967,4093,3423,2928,657,464,11.4259014,6.432063378,1.158570422,21.73318309,50
14157,21235,12261,32484,63434,35994,30764,32218,8783,5483,129.441747,110.786907,4.217106688,594.5827576,22
1513,2157,302,1610,1845,1786,2183,2852,864,341,9.278467764,6.579635315,0.551586194,27.60885896,48
10041,20949,5985,27633,30396,28071,22456,22936,6282,4029,88.8713933,61.40708733,2.676293256,236.030608,10
2673,4348,549,3696,3278,3481,3382,4550,1762,639,17.03995111,7.998655034,0.365304892,44.71940721,46
3185,4671,978,5155,5517,6379,6159,8473,2938,682,33.89726632,21.80371037,1.235837835,106.8116986,45
1050,1722,286,2109,2145,2199,2666,2690,619,319,8.529200364,5.893385174,0.256850271,22.65242248,10
399,735,76,420,418,456,419,648,299,139,2.197704717,1.144010675,0.088166236,6.223246039,31
20306,36143,16496,63650,61887,60805,53314,50265,14958,14047,169.7357807,87.18036694,3.953233767,647.1740994,4
1081,1997,285,3983,2976,2877,2462,2292,578,297,7.410725687,4.373825272,0.391495913,25.37462417,43
2499,3908,754,3797,4594,4534,4720,4898,1428,638,18.35252391,4.491133132,0.70157346,46.27195863,14
6677,10017,3140,12840,13050,11956,11797,13514,5683,2795,40.78819504,20.4803913,1.536851193,175.7434541,13
12721,20316,11464,28639,45391,31690,32292,35086,9305,6984,106.8676027,54.88976325,2.489001517,407.4682678,4
66065,117345,37489,168705,228307,212970,186896,171700,37399,23857,801.1884039,394.954769,14.06617182,1886.48755,9
4466,6169,1125,9116,9870,10690,10828,12645,3215,1328,44.52984621,26.94341238,1.947540134,134.6731324,49
2593,3561,1501,5722,7154,7982,6975,7617,1775,971,28.62182744,22.21528368,0.879911103,72.06373065,5
9713,14667,2431,20206,18863,21244,23603,26913,7117,4111,92.55041378,34.26771406,2.973137982,349.144482,35
809,1302,107,903,1068,1092,1143,1457,516,196,6.92253083,0.355086672,0.328538136,11.22007514,24
1671,2779,255,2599,2582,2431,2321,3181,1054,536,11.1301298,3.611171555,0.743891924,35.27836827,18
260,355,54,454,375,354,381,483,250,60,2.030750751,0.395214881,0.072505587,6.457157422,25
53850,83461,18765,100740,128597,118422,103167,129113,44272,19574,593.5140858,418.5330874,7.812492129,2301.767259,32
3852,6031,1271,7841,7813,8150,9161,9131,2712,1134,30.85964841,21.32295956,0.929314438,81.95912439,10
8689,12592,4798,28863,27540,29397,22422,23407,6084,2891,103.4082166,88.32329708,12.46145528,209.4398975,41
6655,11144,4198,14793,15227,14667,13907,14783,3409,1991,72.46091645,24.3512146,2.593182082,159.4436526,17
5633,7847,1422,11592,12250,12707,12158,14971,5005,1519,53.91245204,32.62049055,2.357894154,163.0492672,49
5793,8681,1427,8198,9062,8020,8907,10818,3761,1159,32.69612541,16.17078527,1.063664617,99.46034944,40
2662,4882,322,3440,3881,4138,3743,4328,1451,696,21.78665943,1.117532387,1.033978564,35.31193459,24
805,1498,284,3140,2526,2652,2112,2044,480,225,6.252810577,3.690421435,0.330325246,21.40987606,43
876,1231,865,1359,1312,1225,1281,1394,507,154,3.140520137,3.576472092,0.347095506,12.94527399,36
8146,13182,2253,13141,15463,13865,13727,15325,4499,2139,59.3143209,12.50814414,2.361350576,148.2741124,0
1046,1529,142,2404,2068,2063,1951,2159,841,276,10.4487202,4.637231179,0.641492707,22.21848046,15
2373,3369,519,5783,5160,5121,4488,5472,2272,726,21.99580516,13.83902741,0.969953908,71.66202771,23
1884,3062,376,3374,3887,3387,3266,3835,996,600,20.08728324,1.030364001,0.95332744,32.55757652,24
12677,32077,6841,44411,45119,40559,37644,35869,4308,6688,132.5632909,91.59669137,3.992040953,352.0704807,10
1603,2318,223,2262,1915,1895,2221,2551,845,364,11.70145703,3.93239149,0.4187638,25.74799134,17
5763,8941,3720,17334,36651,20195,15937,14920,4028,1635,92.11291623,40.8804982,5.655215461,195.8717423,15
14844,25783,8321,35084,39380,33827,31179,33290,11103,4871,139.7174699,34.19092443,5.341067485,352.2676782,14
7178,11281,3492,14654,14862,16323,15406,16423,3097,2312,61.09641761,43.32527278,3.632058796,181.7975144,48
6652,12751,5609,23256,26099,23433,18660,16232,3796,4481,58.98204793,30.2945941,1.373722279,224.8886687,4
1709,2801,246,2508,2834,2652,2667,3273,903,596,11.31275727,3.670425054,0.75609799,35.85722937,18
668,943,300,1872,1523,1742,1508,1750,416,277,6.703332629,5.202897553,0.206078274,16.87757911,5
19834,38175,31410,54344,62573,62122,53688,60006,15625,8168,174.0283315,89.38512394,4.053209485,663.5408765,4
410,535,150,719,609,533,560,801,387,79,2.936965774,2.508528907,0.353926108,5.948442308,41
1255,1777,129,1297,1865,1888,1950,1793,496,283,8.762468104,2.944714912,0.313585259,19.28101366,17
6344,9597,4334,16059,31021,17278,14547,15537,3371,4233,67.7852981,38.64339651,1.653299954,184.6317744,2
387,575,201,663,686,804,815,1225,225,129,4.347061068,2.796156468,0.158486601,13.69777055,45
1572,2271,635,2255,2046,2461,2681,3052,1010,573,8.90958108,5.597458248,0.269898406,32.61370196,47
6329,10328,2560,12898,23338,15781,14725,17943,4571,1676,97.24684435,49.96608078,2.685317201,214.6335677,29
8764,18099,5183,26266,23226,23629,19576,19438,4721,3753,93.23769253,47.24345931,7.892837553,216.5135942,16
6919,15416,6351,20206,20634,20892,22552,25275,4225,3299,89.34796047,61.49855131,1.336344009,367.0135188,20
1278,1811,382,2504,2237,2359,2500,2978,951,342,11.41704693,2.221930409,0.407632346,36.30266751,25
878,1198,93,999,894,886,1061,1260,403,263,4.502824183,3.193085514,0.267683816,13.39853098,48
6566,10383,2840,17785,19290,19842,16000,15834,4778,1873,47.00335118,27.74147282,2.48310633,160.9413736,43
1217,1985,336,2334,1945,1828,1895,2161,682,352,9.07563203,1.766255575,0.324034857,28.85769447,25
1686,2911,1034,4060,3697,4144,3838,4358,1073,520,16.1777544,7.593934737,0.346820997,42.45667033,46
63461,88469,30992,117940,163180,122078,113713,120674,50203,21828,493.0479584,281.0793533,12.02555996,1342.950787,2
4043,7341,1131,7964,7346,7796,8001,9250,2546,1026,27.36372085,13.53349513,0.890191767,83.23938092,40
1857,3536,318,2304,3115,2619,2564,3300,1186,458,10.74764899,9.665365065,0.255191157,34.12953874,33
3358,5948,3342,10093,15328,12752,9746,7277,1621,1010,25.8031914,15.22909569,1.363138293,88.3511699,43
17,25,7,37,28,37,26,39,18,6,0.095544381,0.056390486,0.005047446,0.327147819,43
7170,12569,3521,17549,16140,16856,14046,15253,4513,3029,60.98703749,31.74667705,2.446642404,172.6971492,31
742,1051,77,736,850,908,906,1146,227,129,4.617942164,1.551905581,0.165263779,10.16136149,17
207,256,30,157,148,147,193,287,154,61,0.934327673,0.799674567,0.030439635,4.291777091,22
219,413,43,483,380,428,420,453,137,49,1.206894539,0.712311595,0.063758166,4.132455666,43
2912,4577,686,5966,5346,5083,5494,6235,2172,746,23.86390547,5.839849441,0.912260504,60.16772691,14
67657,143158,79970,231605,278072,302185,270163,252777,69056,27282,755.0034129,387.7878565,17.5844184,2878.701543,4
1052,1473,154,1230,1176,1183,1339,1739,533,218,7.254890227,2.438078311,0.259633086,15.96372573,17
7585,10983,2242,11405,11302,10875,11740,14043,4457,2330,50.36683761,18.64882413,1.61801068,190.0078315,35
220,276,41,347,274,276,293,426,227,42,1.566596202,1.338065255,0.188786434,3.172936916,41
396,552,80,945,722,827,761,1054,409,106,3.868508678,3.042980032,0.344278763,10.16177638,27
3921,5438,2087,6370,6132,6962,6150,7548,2067,1212,15.46752298,9.729274266,0.809240204,56.75716519,28
1321,1890,573,4173,8915,4112,3119,3168,1093,538,18.88922566,16.13371494,2.276291464,38.25767058,41
1294,1706,350,2301,2937,2526,2269,2821,1179,264,12.57644818,6.246944717,1.07326363,24.85018097,34
1297,2032,267,1864,1978,2012,1875,2128,811,315,8.067061261,2.617358709,0.539169069,25.56958123,18
1566,2528,327,3054,2682,2458,2887,3236,1190,419,12.45259537,3.047333648,0.476033185,31.39655236,14
3235,4797,692,5029,4773,4915,5288,5473,1650,661,34.70700102,7.197415661,0.694381544,61.00292821,42
908,1246,118,1652,1464,1652,1588,1935,954,215,8.853825791,3.929403434,0.543575153,18.82704787,15
132,238,5,78,273,165,141,205,71,34,0.913598055,0.046862412,0.04335868,1.480764633,24
3422,5394,970,5680,5392,5581,5488,6285,1824,851,29.93553266,10.0601347,1.071312518,65.87041542,17
2687,4012,734,4186,4603,4815,5209,6772,2121,493,32.25165541,16.57111684,0.890578256,71.18264775,29
1044,1718,175,2134,1794,1801,1900,1908,450,296,6.879110887,4.75322989,0.207159103,18.27000416,10
7180,11034,2139,12355,14479,12747,13928,14416,4173,1803,90.61534562,18.7914913,1.812937499,159.2705005,42
596,880,158,1111,989,990,859,1115,610,133,4.922889708,2.494424018,0.416736705,11.43177738,16
6377,9424,2759,12122,14211,13711,12722,15503,4565,1977,48.56292996,41.56415476,1.582140704,223.0708522,22
5071,7281,1692,7558,13321,10105,9488,12599,4398,1032,67.11818869,34.48577545,1.853362212,148.136594,29
8300,11098,3072,10895,15270,13580,13728,19283,7715,2669,114.6662977,39.64993627,1.372920231,379.328707,21
718,1042,390,1588,1365,1274,1157,1566,663,161,6.903007195,3.428846025,0.589096894,13.63985886,34
665,909,321,1648,1030,962,904,1130,535,125,5.00645973,4.276130509,0.603315443,10.13993324,41
4574,6719,3244,10536,12218,10372,8241,10266,3961,1362,38.73470613,30.05013908,4.303856237,88.53647116,26
6567,8799,3126,8919,8796,10804,10748,13917,5845,1694,38.84805207,19.95329105,0.904791144,148.1211151,4
2003,3575,230,2704,2911,2557,2871,3419,1197,570,12.41543404,2.618154203,0.494268363,31.03613823,0
3808,5246,411,4238,4583,4319,5147,5575,2000,931,20.83651635,14.77578867,1.23868887,62.00080185,48
6983,13075,2941,18341,17504,18656,20528,21264,3887,2518,66.76522925,46.13248551,2.010583228,177.3195746,10
1573,2367,404,2497,2435,2110,2609,2833,955,387,13.25302782,4.453812347,0.474290362,29.16208166,17
1164,1675,253,1663,1697,1768,1711,2096,637,267,9.394127476,3.156990351,0.336190656,20.67092263,17
2212,3203,179,2627,2298,2593,2735,3181,837,412,14.37911495,4.832245174,0.514590003,31.63993392,17
1175,1598,249,1598,1475,1636,1994,2376,797,221,8.303900649,3.897900662,0.178020201,21.79263967,46
3139,4812,604,5147,5080,5123,5657,6548,2185,813,23.56462625,5.766611406,0.90081977,59.41315846,14
1263,1620,380,1422,1250,1332,1524,2403,964,339,8.051350221,4.871583165,0.35213074,24.34997303,49
56,81,17,79,46,82,65,101,64,11,0.250415958,0.147796004,0.013229045,0.857434357,43
1038,1347,196,1206,1077,1120,1530,2220,829,247,7.007792289,4.2401637,0.306490094,21.19390519,49
623,955,172,1139,1142,1053,1134,1324,206,166,5.799184585,1.948873893,0.207537281,12.76057794,17
1295,2344,140,2023,2084,1743,1860,2216,778,357,11.47445631,0.5885747,0.544569115,18.59786039,24
6716,9312,1794,8822,10196,9051,8992,13720,5933,3840,57.32192553,19.34627974,0.851984392,162.7913593,30
677,1128,128,917,930,835,915,1164,459,162,3.805962275,2.629789509,0.11461361,10.10812992,10
2173,3071,519,3602,4064,4283,4196,5033,1799,788,13.33079684,6.693601798,0.502288738,57.43819456,13
359,547,58,580,1233,1143,917,837,240,78,2.553741755,1.282273716,0.096221984,11.00326691,13
592,1063,140,1557,1312,1236,1092,1228,349,114,3.402345738,2.008071328,0.179740083,11.64976927,43
5992,10399,1079,12450,10288,9954,8933,10728,3143,1992,41.98605573,13.62237933,2.806174621,133.0801673,18
2782,5573,608,8103,7876,6347,5468,4993,1891,876,16.97309703,10.01755615,0.89665957,58.11657,43
1716,2594,308,3320,2973,3075,3017,3890,1245,647,17.06680739,12.03513743,0.22465229,66.18851922,32
407,757,106,1549,1081,1109,916,947,245,106,2.963255498,1.748919381,0.1565437,10.14630655,43
1358,2450,208,1273,2061,2581,2329,2132,766,297,7.266801813,5.021111035,0.218834115,19.29965973,10
12076,22833,5234,24724,47188,38562,23448,27371,7228,4134,120.2780185,56.45922173,2.578537243,315.6559342,46
530,771,130,1076,782,841,813,1057,491,144,4.442951669,2.251239823,0.376108576,10.31728058,16
1409,1884,383,1719,1453,1578,1602,2211,1023,301,6.476395046,5.817459503,0.42360142,13.13164402,12
682,911,284,991,997,855,977,1313,502,192,4.703072365,2.845660359,0.205691754,14.22366213,49
1148,1748,523,2562,2044,2491,2450,2904,670,258,10.39840778,4.881074846,0.222922543,27.28943463,46
30840,45784,14552,77292,88312,91900,90854,103628,32758,11654,640.1702473,221.361551,7.66487365,2117.75349,21
1875,2603,321,2472,2622,2644,2929,3723,1203,492,12.58228897,5.906201744,0.269740898,33.02078159,46
1314,1778,107,1501,1519,1697,1837,2034,681,234,7.635172468,3.583995651,0.163683912,20.03763887,46
1348,1770,341,1047,976,1017,1253,1865,704,252,5.253548074,4.496419087,0.171156317,24.13185216,22
2195,3203,340,3345,3398,3431,3597,3897,1577,581,16.28951014,3.170185615,0.581597962,51.79558903,25
1610,2314,505,2567,2356,2403,2433,2983,1066,358,9.045898484,1.448730102,0.609991622,25.21067647,3
22273,35011,20548,61427,60445,64304,63744,62840,14964,11123,194.1983992,122.005448,5.882862273,710.8671727,47
139723,251137,150976,409094,538232,504704,417723,412056,118438,52663,1302.792276,669.1453517,30.3427032,4967.328718,4
6804,10224,1434,9512,9542,9645,10428,11963,4074,1974,43.92392316,31.14775018,2.611188638,130.699317,48
32863,47754,7125,36299,37940,37017,36754,44919,25800,5825,208.8946819,102.9769657,3.667487538,491.8658517,9
862,1180,289,1937,1452,1454,1458,1758,895,306,7.069145361,4.447670623,0.311729674,23.0311774,23
416,769,106,1249,1031,1006,945,909,231,113,2.662825334,1.571604892,0.14067249,9.117621533,43
816,1437,181,1912,1694,1613,1283,1436,505,215,4.238100373,2.501335402,0.223891565,14.51142691,43
2699,3962,899,5147,5287,4897,5018,5774,1687,920,21.72748905,8.04481959,0.697985242,81.9664937,35
1072,1521,961,1667,1506,1669,1650,1838,661,187,4.002162523,4.557723545,0.442325655,16.49697762,36
150,191,52,206,171,201,241,299,111,34,1.054194106,0.818229415,0.032408731,2.654238632,5
5584,9946,6554,20320,20384,20910,21106,21403,3015,2070,78.83842617,37.00722908,1.690149377,206.902453,46
181,257,120,349,278,180,186,259,76,37,1.094794471,0.935088724,0.131930835,2.217363854,41
369,564,99,796,704,744,570,761,331,82,3.326856042,1.68571512,0.281627887,7.725518933,16
10739,16528,3568,23351,22094,24188,25408,25917,6285,2746,158.8967301,32.95144438,3.179040356,279.2856062,42
1980,3684,276,3291,4298,5101,3534,3233,982,503,19.73036534,1.012056132,0.936388384,31.97908208,24
4930,7219,1239,7967,12632,10014,9585,11671,3400,1597,52.07418696,36.72157201,0.685458333,201.9541936,32
14180,22014,16165,34053,37993,41350,35764,35673,10453,6553,115.4328178,72.52084833,3.496812393,422.5441671,47
436,739,124,808,660,680,600,700,281,116,1.993324819,1.176464335,0.105303927,6.82522472,43
7913,11288,4658,20594,20666,21831,18692,20273,6795,2715,75.97540066,58.94123345,8.441711185,173.6580587,26
64,86,11,95,74,71,78,114,68,14,0.436033252,0.342985008,0.038804873,1.145369643,27
3433,5387,1922,8628,7717,8217,9018,11159,2467,944,37.15594672,17.44122376,0.796554463,97.51154216,46
3312,4854,636,3858,3942,3750,4482,5366,1507,696,30.37350787,6.29875111,0.607681525,53.386143,42
1886,3372,641,3633,3629,3744,4628,5294,1168,571,15.77998189,10.90342674,0.475201947,41.90953446,10
3605,5853,1296,9624,8411,9629,9701,9227,1896,1083,32.23373125,22.27240371,0.97069388,85.60850575,10
4960,8426,664,5802,6055,5646,6685,8555,3261,1158,25.96908555,12.84373915,0.844821736,78.99695425,40
2232,3375,650,3333,3559,3167,3424,4404,1351,557,25.04918663,5.19461212,0.501158049,44.02782404,42
461,595,107,744,617,681,653,880,493,116,3.514265514,2.764331342,0.312752816,9.231252475,27
1413,2681,156,2267,2576,2316,2199,2472,883,470,13.54052898,0.694552541,0.642623379,21.94656206,24
43089,63668,11809,52538,65340,59465,59901,77258,33637,9472,317.7363452,156.6316789,5.578380817,748.1457001,9
1394,2460,816,3349,3107,2921,2530,2888,899,463,11.87938835,5.57625599,0.254672015,31.17609914,46
8030,10817,3875,11752,33419,16314,16086,20507,6472,2768,146.4366707,50.63566869,1.753312628,484.4285903,21
1953,3766,588,2655,3575,2950,3028,3862,1280,650,13.45691763,7.004970822,0.539856774,38.10598789,31
464,634,94,951,751,755,705,872,432,87,3.696736055,0.719440877,0.13198765,11.75447388,25
347,484,71,528,420,457,403,637,452,66,2.630353717,1.332797986,0.222666971,6.108123462,16
1390,2475,209,2741,2638,2339,2359,2725,850,403,14.17753312,0.72722725,0.672855119,22.97902181,24
1936,3229,2398,6730,12256,7946,5089,4532,1090,526,29.01056566,5.645895863,1.035788414,92.24459932,25
3295,4454,2433,6126,5362,5114,4721,5346,2294,886,12.66677411,14.42511499,1.39995293,52.21264448,36
954,1946,98,1343,2663,1044,1196,1540,636,281,6.587135176,1.389088419,0.262239122,16.46653973,0
2673,3656,658,3572,3463,3594,3672,5158,2935,733,20.45172785,14.07700442,0.30588884,84.00931104,20
4315,6315,847,5598,5817,5432,6248,8738,2757,807,29.54338063,13.86783968,0.63335519,77.53323115,46
815,1666,149,1993,2825,2742,2137,1577,506,193,5.413606686,3.195121603,0.285991545,18.53640803,43
18102,28790,8018,49218,48605,55760,50781,55649,14321,5637,222.6418968,43.32948826,7.949169274,707.9321653,25
3330,4742,715,5881,5252,4947,5286,5900,1798,739,37.13185534,7.700273412,0.742895505,65.26498513,42
312,415,69,854,564,601,627,694,302,77,2.973423181,2.539668002,0.358319495,6.022282045,41
1805,3167,389,1887,2143,2049,2032,2823,1208,391,8.997788729,8.091715028,0.213642641,28.57279571,33
712,1001,180,1386,1288,1471,1431,1847,596,268,4.786512917,2.403383073,0.180350174,20.62357288,13
8363,15490,3531,25241,22551,24022,23763,23092,4587,2964,61.89206304,36.52882064,3.269651411,211.9209245,43
577,793,82,1084,951,851,904,1237,534,89,5.264552167,2.336453173,0.323213921,11.19470588,15
690,1229,154,1081,985,1038,957,1327,435,170,4.13598017,2.857820566,0.124551843,10.98461359,10
1205,2035,200,1716,1755,1672,1730,1829,756,325,10.10336076,0.518245255,0.479497946,16.37558136,24
6246,11033,1779,10782,11779,10376,11573,13361,3776,2191,42.70894659,38.40817287,1.014077172,135.6237674,33
3973,5404,717,5459,5910,5750,6208,8011,2490,1304,23.22155801,19.87492171,0.756539446,106.6668082,22
1765,2361,308,1617,1805,1667,2184,3082,1765,336,9.36302436,8.420171578,0.222314761,29.73261435,33
1052,1625,356,2136,1714,1742,1729,2080,899,294,8.99587739,4.558203403,0.761526771,20.8899394,16
5435,8165,2068,11823,11674,12073,13907,16519,4333,1523,56.37872755,26.46451213,1.208655169,147.9595369,46
1512,2154,289,2151,1822,1885,1940,2539,1118,304,6.447003668,3.805034589,0.340584133,22.07480105,43
79,106,12,129,90,117,94,152,72,16,0.490570975,0.380581848,0.054507886,1.121305087,26
11305,21025,4072,29012,38606,25656,22324,23382,8339,5470,106.0916834,55.22580781,4.256124286,300.4200898,31
3125,4652,1055,7972,7482,7625,6950,8207,1633,904,32.17409718,6.261567054,1.148738617,102.3036482,25
3812,5538,763,6478,5864,6989,7818,7842,2200,1289,29.56778039,20.96738567,1.757744907,87.98141023,48
4705,6833,3441,8118,25726,11563,9927,11043,3344,1829,66.33449284,46.77762627,0.87316833,257.2585343,32
2625,3615,915,4382,5938,5057,5873,7494,2828,902,30.0457262,14.03360872,0.50613015,118.756538,39
3882,5522,690,4543,4805,4245,4476,6029,2674,736,15.56614566,9.187170616,0.822332746,53.29911168,43
147,191,34,264,222,203,203,347,153,33,1.186474125,1.01339439,0.142978912,2.403049074,41
25990,39303,20941,62979,75141,70651,60298,64603,18885,12754,207.4070032,130.3037742,6.282991208,759.2175354,47
2783,4812,1281,8829,7809,9035,8522,8178,1322,989,28.46575994,19.66886465,0.857224339,75.60127478,10
124,192,39,181,227,305,268,296,69,24,0.735036371,0.433819951,0.038830709,2.516794234,43
22248,42445,12245,78108,67743,62907,53850,49612,12529,19649,181.5297744,93.23804488,4.227921954,692.1426216,4
4375,6425,787,6333,6716,7144,8003,10012,3260,1597,35.11982305,28.42985533,0.997978693,134.2356567,38
1190,1971,195,1583,1543,1510,1411,1936,741,331,6.751128868,2.190404332,0.451217581,21.3985654,18
1411,2120,320,2342,2088,1932,2142,2418,882,308,7.694058215,1.23222848,0.518833044,21.44313389,3
3505,5203,626,6404,5644,5548,5971,7198,2605,1011,26.51449034,9.817254579,0.851765379,100.025355,35
3327,5465,971,7529,6637,7597,8277,8633,2469,972,32.2844874,7.900489967,1.234159379,81.39842089,14
201,302,148,347,276,314,286,361,153,35,0.764119613,0.870191036,0.08445177,3.149713206,36
886,1212,209,1201,1172,1142,1413,1486,521,177,4.621457782,0.740141515,0.311638532,12.87987889,3
299,393,95,352,339,465,591,751,180,84,2.456567076,1.906703357,0.075521406,6.185118278,5
136,196,35,150,145,174,180,208,109,22,0.522907151,0.308620857,0.027624287,1.790455213,43
492,680,212,754,901,1206,1364,1635,278,184,4.882128442,3.789341143,0.150089614,12.29217071,5
6368,10963,2572,15904,18611,16682,11975,13136,4797,1738,40.76640718,24.06041587,2.153619288,139.5858253,43
6260,9214,1325,11474,10630,10692,10739,12444,4850,2030,47.61996886,17.63176857,1.529768829,179.6453271,35
3391,4752,528,5621,5170,4961,5262,6471,2728,972,25.27454904,20.4600055,0.718211518,96.60486279,38
2703,4457,567,5313,5246,5205,5601,6569,1827,719,23.00992771,5.630868495,0.87961496,58.01460487,14
470,636,70,806,718,810,713,1032,533,98,4.301160435,1.908891702,0.264067082,9.146120029,15
223,342,49,62,179,206,262,350,158,32,0.776772364,0.458452619,0.04103555,2.65969996,43
394,560,210,624,432,527,552,626,419,69,2.811195749,2.211294646,0.250182971,7.384432852,27
